aoi_id,district,state,split
g3_1251,Khagaria,Bihār,val
g2_1252,Rajkot,Gujarāt,test
g0_1253,Pudukkottai,Tamil Nādu,val
g0_1254,Sri Potti Sriramulu Nellore,Andhra Pradesh,train
g0_1255,Osmanabad,Mahārāshtra,train
g3_1256,Jalpaiguri,West Bengal,train
g0_1257,Nanded,Mahārāshtra,train
g0_1258,Amravati,Mahārāshtra,val
g0_1259,Cuddalore,Tamil Nādu,train
g2_1260,Jalor,Rājasthān,val
g0_1261,Mayiladuthurai,Tamil Nādu,train
g0_1262,Karur,Tamil Nādu,none
g0_1263,Krishna,Andhra Pradesh,test
g2_1264,Chittaurgarh,Rājasthān,test
g2_1265,Bijnor,Uttar Pradesh,test
g0_1266,Jalgaon,Mahārāshtra,train
g0_1267,Virudhunagar,Tamil Nādu,train
g2_1268,Dausa,Rājasthān,test
g0_1269,Osmanabad,Mahārāshtra,train
g0_1270,Rajnandgaon,Chhattīsgarh,train
g2_1271,Fatehgarh Sahib,Punjab,val
g0_1272,Chandrapur,Mahārāshtra,val
g0_1273,Yadadri Bhongiri,Telangāna,train
g2_1274,Jodhpur,Rājasthān,test
g2_1275,Bemetra,Chhattīsgarh,train
g0_1276,Bellary,Karnātaka,train
g0_1277,Chandrapur,Mahārāshtra,val
g2_1278,Chhindwara,Madhya Pradesh,train
g0_1279,Solapur,Mahārāshtra,val
g2_1280,Ajmer,Rājasthān,train
g0_1281,Solapur,Mahārāshtra,val
g2_1282,Bathinda,Punjab,train
g2_1283,Faizabad,Uttar Pradesh,train
g0_1284,Hingoli,Mahārāshtra,train
g1_1285,Srikakulam,Andhra Pradesh,train
g0_1286,Koppal,Karnātaka,train
g2_1287,Jodhpur,Rājasthān,test
g3_1288,Mahrajganj,Uttar Pradesh,train
g0_1289,Nanded,Mahārāshtra,train
g2_1290,Banda,Uttar Pradesh,test
g2_1291,Lalitpur,Uttar Pradesh,train
g2_1292,Devbhumi Dwarka,Gujarāt,val
g2_1293,Ahmadabad,Gujarāt,test
g0_1294,Hassan,Karnātaka,train
g3_1295,Biswanath,Assam,train
g0_1296,Nagpur,Mahārāshtra,train
g2_1297,Sitapur,Uttar Pradesh,val
g2_1298,Raisen,Madhya Pradesh,train
g2_1299,Jodhpur,Rājasthān,test
g2_1300,Singrauli,Madhya Pradesh,test
g3_1301,Chirang,Assam,train
g0_1302,Kamareddy,Telangāna,none
g2_1303,Anantnag,Jammu and Kashmīr,train
g0_1304,Yadgir,Karnātaka,train
g2_1305,Tonk,Rājasthān,test
g0_1306,Yavatmal,Mahārāshtra,val
g2_1307,Ratlam,Madhya Pradesh,test
g0_1308,Osmanabad,Mahārāshtra,train
g2_1309,Alwar,Rājasthān,test
g2_1310,Sidhi,Madhya Pradesh,test
g2_1311,Alirajpur,Madhya Pradesh,train
g0_1312,Karur,Tamil Nādu,train
g3_1313,Barddhaman,West Bengal,train
g2_1314,Rupnagar,Punjab,train
g0_1315,Haveri,Karnātaka,train
g0_1316,Chittoor,Andhra Pradesh,test
g2_1317,Sabar Kantha,Gujarāt,train
g3_1318,Simdega,Jhārkhand,test
g2_1319,Fazilka,Punjab,train
g0_1320,West Godavari,Andhra Pradesh,train
g2_1321,Dewas,Madhya Pradesh,test
g0_1322,Bhadradri,Telangāna,train
g2_1323,Panipat,Haryāna,train
g0_1324,Nagarkurnool,Telangāna,train
g0_1325,Burhanpur,Madhya Pradesh,val
g2_1326,Chhota Udaipur,Gujarāt,train
g0_1327,Latur,Mahārāshtra,train
g0_1328,Nizamabad,Telangāna,train
g0_1329,Mahabubnagar,Telangāna,train
g2_1330,Allahabad,Uttar Pradesh,test
g0_1331,Suryapet,Telangāna,train
g2_1332,Rohtak,Haryāna,val
g0_1333,Khammam,Telangāna,train
g0_1334,Virudhunagar,Tamil Nādu,train
g2_1335,Meerut,Uttar Pradesh,train
g2_1336,Chhindwara,Madhya Pradesh,train
g2_1337,Bahraich,Uttar Pradesh,train
g2_1338,Seoni,Madhya Pradesh,train
g0_1339,Viluppuram,Tamil Nādu,train
g2_1340,Kota,Rājasthān,test
g2_1341,Jaisalmer,Rājasthān,val
g0_1342,Gulbarga,Karnātaka,train
g0_1343,Rajkot,Gujarāt,test
g2_1344,Aligarh,Uttar Pradesh,train
g0_1345,Jogulamba,Telangāna,train
g2_1346,Sawai Madhopur,Rājasthān,test
g3_1347,Buxar,Bihār,test
g2_1348,Rewa,Madhya Pradesh,test
g2_1349,Bhiwani,Haryāna,val
g2_1350,Baran,Rājasthān,val
g3_1351,Nawada,Bihār,test
g2_1352,Rewa,Madhya Pradesh,test
g2_1353,Kachchh,Gujarāt,train
g0_1354,Shimoga,Karnātaka,train
g2_1355,Barmer,Rājasthān,val
g0_1356,Virudhunagar,Tamil Nādu,none
g2_1357,Kapurthala,Punjab,train
g0_1358,Thiruvarur,Tamil Nādu,train
g0_1359,Kolar,Karnātaka,none
g3_1360,Siddharthnagar,Uttar Pradesh,train
g0_1361,Prakasam,Andhra Pradesh,train
g0_1362,Ahmadnagar,Mahārāshtra,train
g2_1363,Rajgarh,Madhya Pradesh,train
g2_1364,Kaushambi,Uttar Pradesh,test
g2_1365,Hardoi,Uttar Pradesh,train
g0_1366,Nagpur,Mahārāshtra,train
g0_1367,Nabarangapur,Odisha,test
g2_1368,Nainital,Uttarākhand,test
g3_1369,Begusarai,Bihār,val
g2_1370,Jalor,Rājasthān,val
g2_1371,Jhabua,Madhya Pradesh,train
g2_1372,Patan,Gujarāt,train
g0_1373,Bid,Mahārāshtra,train
g2_1374,Gwalior,Madhya Pradesh,test
g2_1375,Jhunjhunun,Rājasthān,train
g2_1376,Satna,Madhya Pradesh,test
g2_1377,Kachchh,Gujarāt,train
g0_1378,Gadag,Karnātaka,train
g2_1379,Shahjahanpur,Uttar Pradesh,val
g2_1380,Udham Singh Nagar,Uttarākhand,test
g0_1381,Sangareddy,Telangāna,train
g0_1382,Washim,Mahārāshtra,train
g2_1383,Dhar,Madhya Pradesh,train
g2_1384,Dewas,Madhya Pradesh,test
g0_1385,Latur,Mahārāshtra,train
g2_1386,Jodhpur,Rājasthān,test
g0_1387,Chandrapur,Mahārāshtra,val
g0_1388,Ramanagara,Karnātaka,train
g0_1389,Kancheepuram,Tamil Nādu,train
g0_1390,Siddipet,Telangāna,train
g2_1391,Sagar,Madhya Pradesh,val
g2_1392,Sikar,Rājasthān,train
g2_1393,Mirzapur,Uttar Pradesh,test
g2_1394,Bikaner,Rājasthān,train
g2_1395,Koriya,Chhattīsgarh,test
g2_1396,Chittaurgarh,Rājasthān,train
g2_1397,Dhar,Madhya Pradesh,train
g2_1398,Jodhpur,Rājasthān,test
g0_1399,Bijapur,Karnātaka,test
g0_1400,Gariaband,Chhattīsgarh,train
g2_1401,Dohad,Gujarāt,train
g0_1402,Osmanabad,Mahārāshtra,test
g0_1403,Raichur,Karnātaka,train
g2_1404,Hamirpur,Uttar Pradesh,test
g0_1405,Amreli,Gujarāt,train
g0_1406,Gadag,Karnātaka,train
g2_1407,Rohtak,Haryāna,val
g0_1408,Nagarkurnool,Telangāna,train
g2_1409,Jhabua,Madhya Pradesh,train
g0_1410,Nagarkurnool,Telangāna,train
g0_1411,Bid,Mahārāshtra,train
g0_1412,Narayanpet,Telangāna,train
g0_1413,Jayashankar,Telangāna,train
g0_1414,Pune,Mahārāshtra,train
g3_1415,Pashchimi Singhbhum,Jhārkhand,train
g0_1416,Gadag,Karnātaka,train
g0_1417,Bid,Mahārāshtra,train
g2_1418,Jaipur,Rājasthān,test
g0_1419,West Godavari,Andhra Pradesh,train
g0_1420,Yavatmal,Mahārāshtra,val
g2_1421,Jalor,Rājasthān,val
g1_1422,Sambalpur,Odisha,train
g2_1423,Bilaspur,Chhattīsgarh,train
g2_1424,Ludhiana,Punjab,val
g0_1425,Betul,Madhya Pradesh,train
g3_1426,Sivasagar,Assam,train
g2_1427,Damoh,Madhya Pradesh,val
g0_1428,Coimbatore,Tamil Nādu,train
g0_1429,Dharwad,Karnātaka,train
g2_1430,Mansa,Punjab,val
g0_1431,Ahmadnagar,Mahārāshtra,train
g2_1432,Jalor,Rājasthān,val
g2_1433,Mandsaur,Madhya Pradesh,test
g2_1434,Hamirpur,Uttar Pradesh,train
g0_1435,Nashik,Mahārāshtra,train
g2_1436,Karnal,Haryāna,train
g3_1437,Jorhat,Assam,train
g2_1438,Mahesana,Gujarāt,train
g2_1439,Allahabad,Uttar Pradesh,test
g3_1440,Chatra,Jhārkhand,test
g2_1441,Bikaner,Rājasthān,train
g0_1442,Cuddalore,Tamil Nādu,val
g2_1443,Devbhumi Dwarka,Gujarāt,train
g3_1444,Azamgarh,Uttar Pradesh,train
g2_1445,Jalaun,Uttar Pradesh,val
g0_1446,Anantapur,Andhra Pradesh,train
g2_1447,Sangrur,Punjab,val
g2_1448,Yamunanagar,Haryāna,train
g1_1449,Kendujhar,Odisha,train
g3_1450,Nadia,West Bengal,val
g2_1451,Karauli,Rājasthān,test
g3_1452,Barpeta,Assam,train
g2_1453,Jalor,Rājasthān,val
g0_1454,Akola,Mahārāshtra,val
g2_1455,Aligarh,Uttar Pradesh,train
g0_1456,Buldana,Mahārāshtra,train
g0_1457,Siddipet,Telangāna,train
g2_1458,Nagaur,Rājasthān,train
g0_1459,Sangli,Mahārāshtra,val
g0_1460,Guntur,Andhra Pradesh,test
g3_1461,Purnia,Bihār,train
g2_1462,Gautam Buddha Nagar,Uttar Pradesh,train
g0_1463,Satara,Mahārāshtra,val
g0_1464,Bhandara,Mahārāshtra,train
g0_1465,Latur,Mahārāshtra,train
g0_1466,Rajkot,Gujarāt,train
g2_1467,Jaipur,Rājasthān,test
g2_1468,Udaipur,Rājasthān,train
g0_1469,Akola,Mahārāshtra,val
g0_1470,Anantapur,Andhra Pradesh,val
g2_1471,Banswara,Rājasthān,test
g2_1472,Sagar,Madhya Pradesh,val
g2_1473,Firozabad,Uttar Pradesh,train
g2_1474,Jhunjhunun,Rājasthān,test
g2_1475,Morbi,Gujarāt,test
g3_1476,Sahibganj,Jhārkhand,train
g0_1477,Bid,Mahārāshtra,train
g2_1478,Ahmadabad,Gujarāt,test
g2_1479,Hardwar,Uttarākhand,train
g2_1480,Ghaziabad,Uttar Pradesh,train
g3_1481,Imphal West,Manipur,train
g0_1482,Bhandara,Mahārāshtra,train
g2_1483,Karnal,Haryāna,train
g2_1484,Satna,Madhya Pradesh,train
g3_1485,Dhanbad,Jhārkhand,train
g0_1486,Chittoor,Andhra Pradesh,val
g3_1487,Buxar,Bihār,test
g2_1488,Banda,Uttar Pradesh,test
g0_1489,Belgaum,Karnātaka,test
g0_1490,Washim,Mahārāshtra,train
g2_1491,Banas Kantha,Gujarāt,train
g2_1492,Jhansi,Uttar Pradesh,train
g1_1493,Sambalpur,Odisha,train
g0_1494,Gulbarga,Karnātaka,test
g0_1495,Latur,Mahārāshtra,train
g0_1496,Belgaum,Karnātaka,train
g1_1497,Baleshwar,Odisha,train
g0_1498,Bharuch,Gujarāt,train
g0_1499,Kondagaon,Chhattīsgarh,train
g2_1500,Jaipur,Rājasthān,test
g0_1501,Kolhapur,Mahārāshtra,train
g2_1502,Barmer,Rājasthān,val
g2_1503,Kannauj,Uttar Pradesh,train
g0_1504,Chittoor,Andhra Pradesh,test
g2_1505,Anuppur,Madhya Pradesh,train
g2_1506,Jhansi,Uttar Pradesh,train
g0_1507,Anantapur,Andhra Pradesh,test
g2_1508,Panna,Madhya Pradesh,train
g2_1509,Dhar,Madhya Pradesh,train
g3_1510,Deoria,Uttar Pradesh,train
g2_1511,Vadodara,Gujarāt,test
g3_1512,Azamgarh,Uttar Pradesh,train
g2_1513,Jamnagar,Gujarāt,train
g0_1514,Balod,Chhattīsgarh,train
g3_1515,Nalanda,Bihār,test
g2_1516,Sikar,Rājasthān,test
g2_1517,Mahoba,Uttar Pradesh,test
g0_1518,Gondiya,Mahārāshtra,train
g3_1519,Balrampur,Uttar Pradesh,val
g0_1520,Nirmal,Telangāna,train
g2_1521,Allahabad,Uttar Pradesh,test
g0_1522,Thiruvarur,Tamil Nādu,train
g2_1523,Rewa,Madhya Pradesh,test
g0_1524,Balod,Chhattīsgarh,train
g2_1525,Jaisalmer,Rājasthān,train
g0_1526,Anantapur,Andhra Pradesh,train
g2_1527,Dewas,Madhya Pradesh,test
g1_1528,Dhenkanal,Odisha,train
g0_1529,Raichur,Karnātaka,train
g1_1530,Nabarangapur,Odisha,test
g1_1531,Anugul,Odisha,train
g2_1532,Bikaner,Rājasthān,train
g2_1533,Chhatarpur,Madhya Pradesh,train
g2_1534,Sehore,Madhya Pradesh,train
g2_1535,Jhunjhunun,Rājasthān,test
g0_1536,Ahmadnagar,Mahārāshtra,train
g0_1537,Adilabad,Telangāna,val
g2_1538,Hanumangarh,Rājasthān,test
g0_1539,Osmanabad,Mahārāshtra,test
g2_1540,Jaisalmer,Rājasthān,train
g2_1541,Kanpur Dehat,Uttar Pradesh,train
g0_1542,Jalgaon,Mahārāshtra,train
g0_1543,Sangli,Mahārāshtra,val
g0_1544,Ahmadnagar,Mahārāshtra,train
g2_1545,Rohtak,Haryāna,val
g0_1546,Bid,Mahārāshtra,train
g0_1547,Komaram Bheem,Telangāna,val
g0_1548,Dharwad,Karnātaka,train
g2_1549,Sangrur,Punjab,val
g0_1550,Bijapur,Karnātaka,test
g0_1551,Amravati,Mahārāshtra,val
g0_1552,Burhanpur,Madhya Pradesh,train
g3_1553,Dhanbad,Jhārkhand,train
g2_1554,Alwar,Rājasthān,test
g3_1555,Balrampur,Uttar Pradesh,val
g1_1556,Rayagada,Odisha,test
g2_1557,Dungarpur,Rājasthān,test
g2_1558,Meerut,Uttar Pradesh,train
g0_1559,Parbhani,Mahārāshtra,train
g0_1560,Kurnool,Andhra Pradesh,train
g0_1561,Anantapur,Andhra Pradesh,train
g2_1562,Gaurella Pendra Marwahi,Chhattīsgarh,train
g3_1563,Bankura,West Bengal,train
g2_1564,Jhansi,Uttar Pradesh,train
g2_1565,Sultanpur,Uttar Pradesh,train
g3_1566,Sonbhadra,Uttar Pradesh,val
g3_1567,Katihar,Bihār,train
g2_1568,Satna,Madhya Pradesh,test
g2_1569,Gandhinagar,Gujarāt,train
g2_1570,Rajsamand,Rājasthān,train
g0_1571,Anantapur,Andhra Pradesh,train
g0_1572,Nanded,Mahārāshtra,train
g0_1573,Bharuch,Gujarāt,train
g0_1574,Pune,Mahārāshtra,train
g0_1575,Latur,Mahārāshtra,train
g3_1576,Purnia,Bihār,train
g0_1577,Bhavnagar,Gujarāt,train
g1_1578,Mahasamund,Chhattīsgarh,test
g1_1579,Baleshwar,Odisha,train
g2_1580,Devbhumi Dwarka,Gujarāt,val
g3_1581,Gorakhpur,Uttar Pradesh,train
g1_1582,Subarnapur,Odisha,train
g2_1583,Aligarh,Uttar Pradesh,train
g0_1584,Kurnool,Andhra Pradesh,none
g2_1585,Karnal,Haryāna,val
g2_1586,Jalaun,Uttar Pradesh,train
g0_1587,Viluppuram,Tamil Nādu,train
g2_1588,Bikaner,Rājasthān,train
g2_1589,Banas Kantha,Gujarāt,none
g3_1590,Morigaon,Assam,train
g3_1591,Murshidabad,West Bengal,train
g0_1592,Bagalkot,Karnātaka,train
g0_1593,Dharwad,Karnātaka,train
g2_1594,Rupnagar,Punjab,val
g2_1595,Budaun,Uttar Pradesh,train
g0_1596,Nagarkurnool,Telangāna,train
g2_1597,Dhar,Madhya Pradesh,train
g2_1598,Mahoba,Uttar Pradesh,train
g2_1599,Rajgarh,Madhya Pradesh,val
g2_1600,Etah,Uttar Pradesh,train
g2_1601,Moga,Punjab,train
g2_1602,Fatehpur,Uttar Pradesh,test
g2_1603,Banswara,Rājasthān,train
g2_1604,Kheda,Gujarāt,test
g2_1605,Kachchh,Gujarāt,train
g3_1606,Murshidabad,West Bengal,train
g0_1607,Bijapur,Karnātaka,test
g0_1608,Balaghat,Madhya Pradesh,train
g0_1609,Amreli,Gujarāt,train
g0_1610,Dharwad,Karnātaka,train
g0_1611,Washim,Mahārāshtra,train
g0_1612,Ahmadnagar,Mahārāshtra,train
g1_1613,Kalahandi,Odisha,train
g2_1614,Banda,Uttar Pradesh,test
g2_1615,Mandla,Madhya Pradesh,train
g0_1616,Bhandara,Mahārāshtra,train
g3_1617,Dhanbad,Jhārkhand,train
g3_1618,Giridih,Jhārkhand,val
g3_1619,Ambedkar Nagar,Uttar Pradesh,train
g0_1620,Yadgir,Karnātaka,train
g0_1621,Belgaum,Karnātaka,train
g0_1622,Nanded,Mahārāshtra,train
g2_1623,Saharanpur,Uttar Pradesh,train
g3_1624,Katihar,Bihār,train
g1_1625,Kalahandi,Odisha,train
g2_1626,Sidhi,Madhya Pradesh,test
g0_1627,Belgaum,Karnātaka,train
g0_1628,Mandya,Karnātaka,train
g2_1629,Baran,Rājasthān,val
g0_1630,Chamarajanagar,Karnātaka,train
g2_1631,Katni,Madhya Pradesh,train
g3_1632,Rohtas,Bihār,train
g3_1633,Korba,Chhattīsgarh,train
g0_1634,Kabeerdham,Chhattīsgarh,train
g0_1635,Bijapur,Karnātaka,test
g0_1636,Karimnagar,Telangāna,train
g1_1637,Baleshwar,Odisha,train
g2_1638,Sirsa,Haryāna,test
g2_1639,Datia,Madhya Pradesh,train
g0_1640,Sri Potti Sriramulu Nellore,Andhra Pradesh,val
g2_1641,Mathura,Uttar Pradesh,train
g2_1642,Unnao,Uttar Pradesh,train
g1_1643,Balangir,Odisha,train
g2_1644,Jalaun,Uttar Pradesh,val
g2_1645,Khandwa (East Nimar),Madhya Pradesh,val
g2_1646,Jaunpur,Uttar Pradesh,test
g0_1647,Shimoga,Karnātaka,train
g2_1648,Dohad,Gujarāt,train
g0_1649,Nashik,Mahārāshtra,train
g2_1650,Datia,Madhya Pradesh,val
g0_1651,Junagadh,Gujarāt,test
g3_1652,Bankura,West Bengal,train
g0_1653,Aurangabad,Mahārāshtra,train
g2_1654,Firozpur,Punjab,train
g0_1655,Hingoli,Mahārāshtra,train
g2_1656,Seoni,Madhya Pradesh,train
g0_1657,Latur,Mahārāshtra,train
g2_1658,Gurgaon,Haryāna,train
g2_1659,Mandsaur,Madhya Pradesh,test
g3_1660,Hugli,West Bengal,train
g2_1661,Kachchh,Gujarāt,train
g2_1662,Sirohi,Rājasthān,val
g2_1663,Jalaun,Uttar Pradesh,train
g3_1664,Kendujhar,Odisha,train
g0_1665,East Godavari,Andhra Pradesh,val
g3_1666,Mau,Uttar Pradesh,train
g2_1667,Jamnagar,Gujarāt,train
g2_1668,Sultanpur,Uttar Pradesh,train
g0_1669,Jagtial,Telangāna,train
g2_1670,Jodhpur,Rājasthān,test
g0_1671,Tiruppur,Tamil Nādu,train
g2_1672,Aligarh,Uttar Pradesh,train
g2_1673,Bharatpur,Rājasthān,train
g2_1674,Sawai Madhopur,Rājasthān,test
g0_1675,Ahmadnagar,Mahārāshtra,train
g2_1676,Udaipur,Rājasthān,test
g0_1677,Davanagere,Karnātaka,train
g2_1678,Pali,Rājasthān,train
g3_1679,Jashpur,Chhattīsgarh,train
g2_1680,Bahraich,Uttar Pradesh,train
g2_1681,Sawai Madhopur,Rājasthān,test
g3_1682,Paschim Barddhaman,West Bengal,train
g2_1683,Barwani,Madhya Pradesh,train
g0_1684,Suryapet,Telangāna,train
g3_1685,Sundargarh,Odisha,train
g3_1686,Darrang,Assam,train
g0_1687,Solapur,Mahārāshtra,test
g2_1688,Bikaner,Rājasthān,test
g2_1689,Bijnor,Uttar Pradesh,test
g2_1690,Alwar,Rājasthān,train
g0_1691,Pune,Mahārāshtra,train
g0_1692,Shimoga,Karnātaka,train
g2_1693,Jodhpur,Rājasthān,train
g3_1694,Azamgarh,Uttar Pradesh,train
g2_1695,Sikar,Rājasthān,test
g2_1696,Umaria,Madhya Pradesh,train
g2_1697,Faridkot,Punjab,train
g2_1698,Jalor,Rājasthān,val
g2_1699,Hanumangarh,Rājasthān,test
g2_1700,Jaipur,Rājasthān,test
g0_1701,Ahmadnagar,Mahārāshtra,train
g2_1702,Hamirpur,Uttar Pradesh,train
g1_1703,Vizianagaram,Andhra Pradesh,test
g2_1704,Amritsar,Punjab,train
g3_1705,Tinsukia,Assam,train
g2_1706,Surendranagar,Gujarāt,train
g2_1707,Vadodara,Gujarāt,test
g0_1708,Coimbatore,Tamil Nādu,train
g2_1709,Jalor,Rājasthān,val
g0_1710,Tumkur,Karnātaka,train
g2_1711,Korba,Chhattīsgarh,train
g0_1712,Betul,Madhya Pradesh,train
g0_1713,Pune,Mahārāshtra,train
g2_1714,Dhar,Madhya Pradesh,train
g3_1715,Surajpur,Chhattīsgarh,val
g0_1716,Ahmadnagar,Mahārāshtra,train
g2_1717,Pali,Rājasthān,train
g2_1718,Jhalawar,Rājasthān,train
g3_1719,Jorhat,Assam,train
g3_1720,Hugli,West Bengal,train
g0_1721,Tiruchirappalli,Tamil Nādu,test
g2_1722,Jaipur,Rājasthān,test
g0_1723,Chitradurga,Karnātaka,train
g2_1724,Narsimhapur,Madhya Pradesh,train
g2_1725,Rajkot,Gujarāt,train
g0_1726,Dharwad,Karnātaka,train
g2_1727,Lalitpur,Uttar Pradesh,train
g3_1728,Jashpur,Chhattīsgarh,train
g2_1729,Chhatarpur,Madhya Pradesh,val
g0_1730,Yadgir,Karnātaka,train
g2_1731,Bilaspur,Chhattīsgarh,train
g0_1732,Dakshina Kannada,Karnātaka,train
g2_1733,Sehore,Madhya Pradesh,test
g2_1734,Muktsar,Punjab,train
g2_1735,Barwani,Madhya Pradesh,train
g0_1736,Betul,Madhya Pradesh,val
g2_1737,Fatehpur,Uttar Pradesh,test
g2_1738,Samba,Jammu and Kashmīr,train
g2_1739,Rajgarh,Madhya Pradesh,val
g1_1740,Kendujhar,Odisha,train
g0_1741,Ratnagiri,Mahārāshtra,train
g0_1742,Mysore,Karnātaka,train
g2_1743,Khandwa (East Nimar),Madhya Pradesh,train
g2_1744,Gaurella Pendra Marwahi,Chhattīsgarh,train
g2_1745,Kheri,Uttar Pradesh,val
g2_1746,Sangrur,Punjab,val
g1_1747,Subarnapur,Odisha,test
g3_1748,Gaya,Bihār,test
g2_1749,Dhar,Madhya Pradesh,train
g0_1750,Prakasam,Andhra Pradesh,train
g1_1751,Baudh,Odisha,train
g2_1752,Sikar,Rājasthān,test
g0_1753,Parbhani,Mahārāshtra,train
g0_1754,Sangareddy,Telangāna,train
g3_1755,North Garo Hills,Meghālaya,train
g2_1756,Lalitpur,Uttar Pradesh,val
g0_1757,Kurnool,Andhra Pradesh,train
g2_1758,Tikamgarh,Madhya Pradesh,train
g2_1759,Bijnor,Uttar Pradesh,test
g0_1760,Kadapa(YSR),Andhra Pradesh,train
g3_1761,Katihar,Bihār,train
g0_1762,Guntur,Andhra Pradesh,test
g2_1763,Ajmer,Rājasthān,train
g2_1764,Firozpur,Punjab,train
g3_1765,Birbhum,West Bengal,train
g2_1766,Mahoba,Uttar Pradesh,test
g0_1767,Mysore,Karnātaka,train
g2_1768,Jalor,Rājasthān,val
g2_1769,Nainital,Uttarākhand,test
g3_1770,Gumla,Jhārkhand,test
g2_1771,Bhiwani,Haryāna,test
g0_1772,Adilabad,Telangāna,val
g0_1773,Mahabubnagar,Telangāna,train
g0_1774,Uttar Bastar Kanker,Chhattīsgarh,train
g2_1775,Mahoba,Uttar Pradesh,train
g0_1776,Guntur,Andhra Pradesh,test
g2_1777,Hoshangabad,Madhya Pradesh,train
g0_1778,Raipur,Chhattīsgarh,train
g0_1779,Bharuch,Gujarāt,train
g3_1780,Puruliya,West Bengal,train
g3_1781,Bokaro,Jhārkhand,train
g3_1782,Kangpokpi,Manipur,train
g0_1783,Salem,Tamil Nādu,val
g0_1784,Kurnool,Andhra Pradesh,train
g3_1785,Arwal,Bihār,test
g0_1786,Anantapur,Andhra Pradesh,val
g0_1787,Hingoli,Mahārāshtra,train
g2_1788,Etawah,Uttar Pradesh,val
g0_1789,Solapur,Mahārāshtra,val
g2_1790,Dhar,Madhya Pradesh,train
g2_1791,Chhindwara,Madhya Pradesh,train
g2_1792,Sirohi,Rājasthān,val
g3_1793,Banka,Bihār,train
g0_1794,Guntur,Andhra Pradesh,test
g3_1795,North Twenty Four Parganas,West Bengal,train
g1_1796,Visakhapatnam,Andhra Pradesh,train
g2_1797,Unnao,Uttar Pradesh,train
g2_1798,Barmer,Rājasthān,val
g1_1799,Dhenkanal,Odisha,train
g2_1800,Pratapgarh,Uttar Pradesh,test
g2_1801,Dewas,Madhya Pradesh,train
g2_1802,Jaisalmer,Rājasthān,train
g2_1803,Jhabua,Madhya Pradesh,train
g2_1804,Churu,Rājasthān,train
g0_1805,Mysore,Karnātaka,train
g0_1806,Osmanabad,Mahārāshtra,test
g2_1807,Dewas,Madhya Pradesh,train
g2_1808,Firozabad,Uttar Pradesh,val
g2_1809,Ludhiana,Punjab,val
g3_1810,Azamgarh,Uttar Pradesh,train
g0_1811,Durg,Chhattīsgarh,train
g0_1812,Prakasam,Andhra Pradesh,train
g3_1813,Maldah,West Bengal,train
g0_1814,Jalna,Mahārāshtra,train
g0_1815,Hingoli,Mahārāshtra,train
g3_1816,Bankura,West Bengal,train
g2_1817,Sirmaur,Himāchal Pradesh,train
g0_1818,Solapur,Mahārāshtra,val
g0_1819,Hassan,Karnātaka,train
g0_1820,Bastar,Chhattīsgarh,test
g2_1821,Pratapgarh,Uttar Pradesh,train
g0_1822,Prakasam,Andhra Pradesh,test
g2_1823,Mansa,Punjab,test
g3_1824,Baleshwar,Odisha,train
g2_1825,Hoshangabad,Madhya Pradesh,train
g3_1826,Siddharthnagar,Uttar Pradesh,train
g0_1827,Hassan,Karnātaka,train
g1_1828,Balangir,Odisha,test
g0_1829,Yadadri Bhongiri,Telangāna,train
g2_1830,Jabalpur,Madhya Pradesh,train
g0_1831,Koppal,Karnātaka,train
g2_1832,Patiala,Punjab,val
g2_1833,Mathura,Uttar Pradesh,train
g2_1834,Anuppur,Madhya Pradesh,train
g0_1835,Karimnagar,Telangāna,train
g3_1836,Khunti,Jhārkhand,test
g2_1837,Ganganagar,Rājasthān,train
g2_1838,Mathura,Uttar Pradesh,train
g0_1839,Gir Somnath,Gujarāt,test
g0_1840,Davanagere,Karnātaka,train
g3_1841,Ghazipur,Uttar Pradesh,train
g2_1842,Mandla,Madhya Pradesh,train
g2_1843,Jamnagar,Gujarāt,train
g2_1844,Raisen,Madhya Pradesh,test
g0_1845,Guntur,Andhra Pradesh,test
g2_1846,Tehri Garhwal,Uttarākhand,train
g3_1847,Mirzapur,Uttar Pradesh,train
g3_1848,Baksa,Assam,train
g2_1849,Narsimhapur,Madhya Pradesh,train
g0_1850,Bijapur,Karnātaka,test
g2_1851,Betul,Madhya Pradesh,val
g2_1852,Pratapgarh,Uttar Pradesh,test
g3_1853,Barpeta,Assam,train
g3_1854,Rohtas,Bihār,test
g3_1855,Nalanda,Bihār,val
g2_1856,Hanumangarh,Rājasthān,test
g0_1857,Ahmadnagar,Mahārāshtra,train
g2_1858,Kachchh,Gujarāt,train
g0_1859,Amreli,Gujarāt,train
g1_1860,Debagarh,Odisha,train
g2_1861,Rajsamand,Rājasthān,train
g0_1862,Viluppuram,Tamil Nādu,train
g0_1863,Rajnandgaon,Chhattīsgarh,train
g0_1864,Parbhani,Mahārāshtra,train
g1_1865,Balangir,Odisha,train
g0_1866,Hassan,Karnātaka,train
g2_1867,Gandhinagar,Gujarāt,test
g3_1868,Jhargram,West Bengal,train
g0_1869,Guntur,Andhra Pradesh,test
g0_1870,Bhadradri,Telangāna,train
g0_1871,Nizamabad,Telangāna,train
g2_1872,Ujjain,Madhya Pradesh,train
g0_1873,Wanaparthy,Telangāna,none
g1_1874,Koraput,Odisha,test
g2_1875,Auraiya,Uttar Pradesh,val
